latitude,longitude,timestamp
40.24504,-76.22555,
40.24525,-76.22415,
40.24532,-76.22366,
40.24534,-76.22344,
40.24542,-76.22288,
40.24551,-76.22215,
40.24557,-76.2216,
40.24557,-76.2216,
40.24557,-76.2216,
40.24557,-76.22155,
40.24563,-76.22098,
40.24571,-76.22007,
40.2458,-76.21885,
40.24584,-76.21796,
40.24588,-76.2171,
40.2459,-76.21647,
40.24592,-76.21574,
40.24593,-76.21524,
40.24593,-76.21524,
40.24593,-76.21524,
40.24594,-76.21476,
40.24594,-76.21465,
40.24592,-76.21387,
40.24592,-76.21317,
40.24591,-76.21229,
40.24588,-76.20955,
40.24586,-76.20849,
40.24583,-76.20602,
40.24581,-76.20529,
40.24581,-76.20529,
40.24581,-76.20529,
40.24578,-76.20346,
40.24577,-76.20241,
40.24576,-76.20157,
40.24575,-76.20097,
40.2457,-76.19746,
40.24567,-76.19466,
40.24567,-76.19466,
40.24567,-76.19466,
40.24566,-76.19398,
40.24565,-76.19358,
40.24562,-76.19173,
40.24562,-76.19148,
40.24561,-76.19011,
40.24553,-76.18604,
40.24552,-76.1858,
40.24551,-76.18431,
40.24551,-76.18426,
40.24551,-76.18426,
40.24551,-76.18426,
40.24549,-76.18316,
40.24548,-76.182,
40.24547,-76.18166,
40.24546,-76.18049,
40.24541,-76.17716,
40.2454,-76.1765,
40.24537,-76.17592,
40.24533,-76.17503,
40.24528,-76.1743,
40.24527,-76.1742,
40.24525,-76.17364,
40.24525,-76.17364,
40.24525,-76.17364,
40.24524,-76.17337,
40.24514,-76.17259,
40.24513,-76.1724,
40.24511,-76.17223,
40.24499,-76.17078,
40.2447,-76.16717,
40.24446,-76.16427,
40.24436,-76.16302,
40.24436,-76.16302,
40.24436,-76.16302,
40.24432,-76.16253,
40.24421,-76.16119,
40.24417,-76.1606,
40.24413,-76.16027,
40.24393,-76.15794,
40.24393,-76.15794,
40.24393,-76.15794,
40.24392,-76.15778,
40.24383,-76.15696,
40.24374,-76.15623,
40.24362,-76.15536,
40.24344,-76.15424,
40.24328,-76.15332,
40.24301,-76.15187,
40.24301,-76.15187,
40.24301,-76.15187,
40.24243,-76.14876,
40.242,-76.14638,
40.2417,-76.14476,
40.24134,-76.14271,
40.24114,-76.1417,
40.24113,-76.14162,
40.24113,-76.14162,
40.24113,-76.14162,
40.24112,-76.14155,
40.24107,-76.14126,
40.24095,-76.14063,
40.24066,-76.13911,
40.24059,-76.13873,
40.24048,-76.13818,
40.23991,-76.13501,
40.23978,-76.13437,
40.23967,-76.13392,
40.23963,-76.13375,
40.23959,-76.13361,
40.23959,-76.13361,
40.23959,-76.13361,
40.23958,-76.13358,
40.23951,-76.13336,
40.23947,-76.13322,
40.23941,-76.13306,
40.23933,-76.13288,
40.23928,-76.13275,
40.23919,-76.13255,
40.23904,-76.13225,
40.23893,-76.13204,
40.23878,-76.1318,
40.23868,-76.13164,
40.23856,-76.13147,
40.23844,-76.13131,
40.23835,-76.13118,
40.23818,-76.13098,
40.23806,-76.13085,
40.23797,-76.13074,
40.23785,-76.13061,
40.23775,-76.13052,
40.23765,-76.13043,
40.2375,-76.13033,
40.2374,-76.13025,
40.23726,-76.13014,
40.23707,-76.13,
40.23691,-76.1299,
40.23674,-76.1298,
40.2366,-76.12973,
40.23632,-76.12961,
40.23613,-76.12953,
40.23613,-76.12953,
40.23613,-76.12953,
40.23609,-76.12951,
40.23563,-76.12934,
40.23541,-76.12927,
40.23513,-76.12917,
40.23477,-76.12903,
40.23442,-76.12888,
40.23418,-76.12877,
40.23413,-76.12875,
40.23413,-76.12875,
40.23413,-76.12875,
40.23399,-76.12867,
40.23375,-76.12852,
40.23351,-76.12836,
40.23333,-76.12822,
40.23317,-76.12808,
40.23304,-76.12797,
40.23292,-76.12784,
40.23276,-76.12768,
40.23266,-76.12756,
40.23252,-76.1274,
40.23236,-76.1272,
40.23222,-76.127,
40.23212,-76.12684,
40.23189,-76.12647,
40.23179,-76.12629,
40.23168,-76.12605,
40.23162,-76.12593,
40.23147,-76.1256,
40.23134,-76.12525,
40.23123,-76.12495,
40.23109,-76.12453,
40.23109,-76.12453,
40.23109,-76.12453,
40.23084,-76.12376,
40.23063,-76.1231,
40.23041,-76.12243,
40.22968,-76.12017,
40.22961,-76.11998,
40.22951,-76.1197,
40.22913,-76.11852,
40.22815,-76.1155,
40.2279,-76.11468,
40.2279,-76.11468,
40.2279,-76.11468,
40.22787,-76.1146,
40.2277,-76.11403,
40.22741,-76.11291,
40.22722,-76.11219,
40.22708,-76.1116,
40.2269,-76.11075,
40.22649,-76.10882,
40.22649,-76.10882,
40.22649,-76.10882,
40.22644,-76.10859,
40.22607,-76.10682,
40.22607,-76.10682,
40.22607,-76.10682,
40.22568,-76.10496,
40.22554,-76.10427,
40.22527,-76.10297,
40.22504,-76.10187,
40.22497,-76.10152,
40.22497,-76.10152,
40.22497,-76.10152,
40.22421,-76.09791,
40.22406,-76.09727,
40.22377,-76.09615,
40.22366,-76.09578,
40.22366,-76.09578,
40.22366,-76.09578,
40.22365,-76.09575,
40.22336,-76.09486,
40.22319,-76.0944,
40.22302,-76.09398,
40.22298,-76.09388,
40.22275,-76.09333,
40.22243,-76.09257,
40.22141,-76.09019,
40.22141,-76.09019,
40.22141,-76.09019,
40.22139,-76.09016,
40.22111,-76.0895,
40.22,-76.08689,
40.21949,-76.08565,
40.21934,-76.08527,
40.21905,-76.08451,
40.21885,-76.08397,
40.21874,-76.08368,
40.21869,-76.08354,
40.21869,-76.08354,
40.21869,-76.08354,
40.2184,-76.08267,
40.21812,-76.08182,
40.21787,-76.08103,
40.21754,-76.07994,
40.21747,-76.07969,
40.21745,-76.07963,
40.21713,-76.07844,
40.21695,-76.07777,
40.21695,-76.07777,
40.21695,-76.07777,
40.21689,-76.07754,
40.21673,-76.07696,
40.21673,-76.07696,
40.21637,-76.07528,
40.21619,-76.07446,
40.21607,-76.07383,
40.21589,-76.07291,
40.21573,-76.07211,
40.21567,-76.07181,
40.21567,-76.07181,
40.21567,-76.07181,
40.21553,-76.0711,
40.21525,-76.06975,
40.21407,-76.06393,
40.2138,-76.06254,
40.21368,-76.06191,
40.21368,-76.06191,
40.21368,-76.06191,
40.21292,-76.05787,
40.21235,-76.05496,
40.21194,-76.05291,
40.21171,-76.05175,
40.21169,-76.05164,
40.21169,-76.05164,
40.21169,-76.05164,
40.21121,-76.04903,
40.21102,-76.04798,
40.21102,-76.04798,
40.21102,-76.04798,
40.21062,-76.04571,
40.21043,-76.04435,
40.21026,-76.04313,
40.2101,-76.0419,
40.2101,-76.04186,
40.2101,-76.04186,
40.2101,-76.04186,
40.21007,-76.04115,
40.21006,-76.04095,
40.20999,-76.03997,
40.20987,-76.03571,
40.2098,-76.03389,
40.2098,-76.03389,
40.2098,-76.03389,
40.20974,-76.03268,
40.20971,-76.03021,
40.20961,-76.02761,
40.20957,-76.02701,
40.20957,-76.02701,
40.20957,-76.02701,
40.20952,-76.02638,
40.2094,-76.02571,
40.20929,-76.02522,
40.20919,-76.02476,
40.20905,-76.02438,
40.2089,-76.02397,
40.20858,-76.02319,
40.20827,-76.02256,
40.20801,-76.02209,
40.20765,-76.02154,
40.2076,-76.02147,
40.2076,-76.02147,
40.2076,-76.02147,
40.20746,-76.02129,
40.20731,-76.02112,
40.20686,-76.02053,
40.20642,-76.01982,
40.20493,-76.01788,
40.20475,-76.01765,
40.20437,-76.01715,
40.20433,-76.0171,
40.20393,-76.0166,
40.20311,-76.01557,
40.20195,-76.01405,
40.20195,-76.01405,
40.20195,-76.01405,
40.20136,-76.01328,
40.20118,-76.01305,
40.20074,-76.01247,
40.19983,-76.01127,
40.19931,-76.01064,
40.19818,-76.00927,
40.19818,-76.00927,
40.19818,-76.00927,
40.19801,-76.00907,
40.19737,-76.00836,
40.1968,-76.00774,
40.19576,-76.00662,
40.19433,-76.00545,
40.19433,-76.00545,
40.19433,-76.00545,
40.1943,-76.00543,
40.19293,-76.00431,
40.19198,-76.00365,
40.19123,-76.0031,
40.19088,-76.00289,
40.18973,-76.00205,
40.18837,-76.00109,
40.18779,-76.00068,
40.1874,-76.00037,
40.18736,-76.00033,
40.18736,-76.00033,
40.18736,-76.00033,
40.18686,-75.99989,
40.18655,-75.99957,
40.18648,-75.99949,
40.18623,-75.99922,
40.1857,-75.99856,
40.18515,-75.9978,
40.18501,-75.99758,
40.18447,-75.99663,
40.18447,-75.99663,
40.18447,-75.99663,
40.18442,-75.99654,
40.18311,-75.99413,
40.1826,-75.99325,
40.18226,-75.99275,
40.1819,-75.99229,
40.18152,-75.99183,
40.18152,-75.99183,
40.18152,-75.99183,
40.1813,-75.99156,
40.17856,-75.98848,
40.17798,-75.9879,
40.17602,-75.9857,
40.17585,-75.98551,
40.17585,-75.98551,
40.17585,-75.98551,
40.17556,-75.98518,
40.17467,-75.98416,
40.17361,-75.98291,
40.17315,-75.9822,
40.17284,-75.98163,
40.17267,-75.98124,
40.17267,-75.98124,
40.17267,-75.98124,
40.17254,-75.98092,
40.17241,-75.98062,
40.17227,-75.98019,
40.1722,-75.97994,
40.17205,-75.97924,
40.17197,-75.97881,
40.17188,-75.97797,
40.17185,-75.97756,
40.17186,-75.97702,
40.17187,-75.97655,
40.17189,-75.97623,
40.17193,-75.97579,
40.17193,-75.97574,
40.17193,-75.97574,
40.17193,-75.97574,
40.172,-75.97536,
40.17206,-75.97508,
40.17211,-75.97483,
40.17218,-75.97458,
40.17232,-75.97409,
40.17248,-75.97359,
40.17317,-75.97199,
40.17332,-75.97166,
40.17379,-75.97058,
40.17385,-75.97042,
40.17385,-75.97042,
40.17385,-75.97042,
40.17408,-75.96983,
40.17421,-75.96946,
40.17434,-75.96905,
40.17443,-75.9687,
40.1746,-75.96799,
40.17463,-75.96782,
40.17465,-75.96773,
40.17465,-75.96773,
40.17465,-75.96773,
40.17475,-75.96703,
40.17478,-75.96675,
40.17483,-75.96623,
40.17486,-75.96564,
40.17486,-75.96535,
40.17484,-75.96478,
40.17481,-75.9643,
40.17478,-75.96401,
40.17471,-75.96361,
40.17464,-75.96315,
40.17457,-75.96276,
40.17448,-75.96239,
40.17433,-75.9618,
40.17433,-75.9618,
40.17433,-75.9618,
40.17417,-75.96121,
40.17388,-75.96015,
40.17348,-75.95868,
40.17338,-75.95823,
40.17323,-75.95756,
40.17306,-75.95662,
40.17304,-75.95651,
40.17298,-75.95617,
40.17292,-75.95573,
40.1729,-75.95551,
40.1729,-75.95551,
40.1729,-75.95551,
40.17286,-75.95521,
40.1728,-75.9545,
40.17278,-75.95432,
40.17275,-75.9539,
40.17273,-75.95351,
40.17272,-75.95301,
40.17271,-75.95201,
40.17274,-75.95093,
40.17275,-75.95069,
40.17276,-75.95062,
40.17286,-75.94944,
40.17286,-75.94944,
40.17286,-75.94944,
40.17292,-75.94898,
40.173,-75.94843,
40.17306,-75.948,
40.17317,-75.94742,
40.17327,-75.94691,
40.17337,-75.94642,
40.17401,-75.9437,
40.17401,-75.9437,
40.17401,-75.9437,
40.17405,-75.94354,
40.17423,-75.94279,
40.17428,-75.94258,
40.17505,-75.93928,
40.17553,-75.93727,
40.1758,-75.93603,
40.17614,-75.9346,
40.17628,-75.93405,
40.17636,-75.93371,
40.17636,-75.93371,
40.17636,-75.93371,
40.17663,-75.93261,
40.17691,-75.93136,
40.177,-75.93078,
40.17707,-75.93025,
40.17711,-75.92966,
40.17711,-75.92966,
40.17711,-75.92966,
40.17711,-75.92961,
40.17713,-75.9289,
40.17713,-75.92852,
40.17711,-75.92818,
40.17707,-75.9277,
40.17702,-75.92725,
40.17695,-75.92676,
40.17686,-75.92632,
40.17671,-75.92564,
40.17654,-75.92508,
40.17607,-75.92374,
40.17604,-75.92367,
40.17604,-75.92367,
40.17604,-75.92367,
40.17254,-75.91478,
40.17241,-75.9145,
40.17241,-75.9145,
40.17241,-75.9145,
40.17236,-75.91441,
40.17219,-75.91406,
40.17168,-75.91306,
40.17141,-75.91258,
40.17116,-75.91215,
40.17091,-75.91173,
40.17065,-75.91129,
40.17016,-75.91057,
40.16989,-75.91019,
40.16964,-75.90985,
40.16948,-75.90964,
40.16948,-75.90964,
40.16948,-75.90964,
40.16941,-75.90954,
40.16912,-75.90916,
40.16883,-75.90881,
40.16841,-75.90831,
40.16723,-75.90699,
40.16602,-75.90562,
40.16602,-75.90562,
40.16602,-75.90562,
40.16513,-75.90462,
40.16464,-75.90409,
40.16427,-75.90368,
40.1636,-75.90289,
40.16338,-75.90259,
40.16318,-75.90232,
40.16306,-75.90215,
40.1629,-75.90189,
40.16271,-75.90157,
40.16261,-75.90137,
40.1626,-75.90135,
40.1626,-75.90135,
40.1626,-75.90135,
40.16241,-75.90094,
40.1623,-75.90069,
40.1622,-75.90045,
40.16211,-75.90022,
40.16203,-75.9,
40.16195,-75.89975,
40.16189,-75.89953,
40.1618,-75.89925,
40.16173,-75.89897,
40.16167,-75.89864,
40.1616,-75.8983,
40.16153,-75.89788,
40.16147,-75.89742,
40.16125,-75.89554,
40.16125,-75.89554,
40.16125,-75.89554,
40.16073,-75.89112,
40.16073,-75.89112,
40.16073,-75.89112,
40.16059,-75.88993,
40.16019,-75.88656,
40.16013,-75.88604,
40.15975,-75.88284,
40.15961,-75.88202,
40.15961,-75.88202,
40.15957,-75.88181,
40.15952,-75.8816,
40.15952,-75.8816,
40.15952,-75.8816,
40.15944,-75.88126,
40.15933,-75.88082,
40.15923,-75.88045,
40.15912,-75.88008,
40.159,-75.87974,
40.15891,-75.87948,
40.15885,-75.87932,
40.15879,-75.87915,
40.15852,-75.87853,
40.15839,-75.87823,
40.15816,-75.87768,
40.15769,-75.87662,
40.1576,-75.87639,
40.1576,-75.87639,
40.1576,-75.87639,
40.1572,-75.87546,
40.15696,-75.87488,
40.15696,-75.87488,
40.15696,-75.87488,
40.15375,-75.86743,
40.15375,-75.86743,
40.15375,-75.86743,
40.15115,-75.86137,
40.15083,-75.86064,
40.15083,-75.86064,
40.15083,-75.86064,
40.14922,-75.857,
40.1488,-75.85578,
40.14862,-75.85513,
40.14862,-75.85513,
40.14862,-75.85513,
40.14855,-75.85488,
40.14842,-75.85413,
40.14829,-75.8529,
40.14828,-75.85195,
40.14832,-75.85098,
40.14844,-75.84993,
40.14852,-75.84949,
40.14852,-75.84949,
40.14852,-75.84949,
40.1486,-75.84908,
40.14953,-75.84489,
40.14956,-75.84476,
40.14956,-75.84476,
40.14956,-75.84476,
40.14997,-75.84285,
40.15007,-75.84233,
40.15015,-75.84137,
40.15015,-75.84071,
40.15009,-75.84011,
40.15005,-75.83974,
40.15005,-75.83974,
40.15005,-75.83974,
40.15004,-75.83964,
40.14992,-75.8391,
40.14976,-75.83851,
40.14935,-75.83726,
40.14855,-75.83507,
40.14855,-75.83507,
40.14855,-75.83507,
40.14832,-75.83442,
40.14738,-75.83167,
40.14724,-75.83113,
40.14708,-75.83032,
40.14694,-75.82954,
40.14694,-75.82954,
40.14694,-75.82954,
40.1469,-75.82929,
40.14678,-75.82828,
40.14635,-75.82406,
40.14597,-75.82076,
40.14589,-75.82022,
40.14578,-75.81953,
40.14567,-75.81908,
40.14567,-75.81908,
40.14567,-75.81908,
40.14557,-75.81865,
40.14538,-75.81796,
40.14533,-75.81782,
40.14505,-75.81695,
40.14392,-75.81376,
40.14379,-75.81335,
40.14379,-75.81335,
40.14379,-75.81335,
40.14251,-75.80952,
40.14188,-75.80767,
40.14127,-75.80613,
40.14127,-75.80613,
40.14127,-75.80613,
40.14117,-75.80588,
40.14051,-75.80435,
40.14051,-75.80435,
40.14051,-75.80435,
40.13989,-75.80291,
40.13989,-75.80291,
40.13989,-75.80291,
40.13977,-75.80263,
40.13919,-75.80148,
40.13857,-75.80035,
40.13732,-75.79827,
40.13725,-75.79816,
40.13725,-75.79816,
40.13725,-75.79816,
40.13543,-75.7956,
40.13425,-75.7943,
40.13425,-75.7943,
40.13425,-75.7943,
40.1334,-75.79336,
40.1334,-75.79336,
40.1334,-75.79336,
40.13267,-75.79256,
40.13041,-75.79037,
40.12735,-75.78737,
40.12732,-75.78732,
40.12732,-75.78732,
40.12732,-75.78732,
40.1258,-75.78545,
40.12549,-75.78499,
40.12549,-75.78499,
40.12549,-75.78499,
40.12499,-75.78428,
40.12421,-75.78299,
40.12381,-75.7822,
40.1234,-75.78135,
40.12281,-75.78001,
40.12281,-75.78001,
40.12281,-75.78001,
40.12095,-75.77577,
40.11914,-75.7716,
40.11914,-75.7716,
40.11914,-75.7716,
40.11863,-75.77044,
40.11707,-75.76687,
40.11634,-75.76508,
40.1159,-75.76411,
40.11573,-75.76381,
40.11556,-75.76352,
40.11553,-75.76347,
40.11553,-75.76347,
40.11553,-75.76347,
40.11503,-75.76276,
40.11469,-75.7624,
40.11434,-75.76204,
40.11394,-75.76172,
40.11356,-75.76146,
40.11356,-75.76146,
40.11356,-75.76146,
40.1127,-75.76087,
40.11124,-75.75995,
40.11124,-75.75995,
40.11124,-75.75995,
40.11041,-75.75941,
40.10662,-75.75695,
40.10401,-75.75527,
40.10401,-75.75527,
40.10401,-75.75527,
40.10368,-75.75506,
40.10356,-75.75497,
40.1022,-75.75375,
40.101,-75.75242,
40.10042,-75.75143,
40.10042,-75.75143,
40.10042,-75.75143,
40.09961,-75.75007,
40.09877,-75.7481,
40.09818,-75.7462,
40.09818,-75.7462,
40.09818,-75.7462,
40.09811,-75.74597,
40.09678,-75.73922,
40.09678,-75.73922,
40.09678,-75.73922,
40.09672,-75.73889,
40.09624,-75.73694,
40.09601,-75.73636,
40.09571,-75.73574,
40.09553,-75.73545,
40.0954,-75.73525,
40.09519,-75.73495,
40.09499,-75.73471,
40.09499,-75.73471,
40.09499,-75.73471,
40.09469,-75.73434,
40.09274,-75.7319,
40.09211,-75.73112,
40.09211,-75.73112,
40.09211,-75.73112,
40.09148,-75.73036,
40.09008,-75.72866,
40.09002,-75.72858,
40.08971,-75.72818,
40.08765,-75.72561,
40.08723,-75.72497,
40.08709,-75.72473,
40.08709,-75.72473,
40.08709,-75.72473,
40.08682,-75.72429,
40.0864,-75.72347,
40.08618,-75.72297,
40.08596,-75.72243,
40.08574,-75.72177,
40.08554,-75.72104,
40.08515,-75.71942,
40.08515,-75.71942,
40.08515,-75.71942,
40.08507,-75.71909,
40.08461,-75.71678,
40.0839,-75.7134,
40.08346,-75.7114,
40.08345,-75.71136,
40.08345,-75.71136,
40.08345,-75.71136,
40.08295,-75.70994,
40.08227,-75.70849,
40.08201,-75.70803,
40.08171,-75.70756,
40.08162,-75.70741,
40.08104,-75.70647,
40.08104,-75.70647,
40.08104,-75.70647,
40.08055,-75.70569,
40.07867,-75.70272,
40.07693,-75.69993,
40.07599,-75.69836,
40.07583,-75.69807,
40.07583,-75.69807,
40.07583,-75.69807,
40.07575,-75.69793,
40.07549,-75.69742,
40.07497,-75.69634,
40.0747,-75.69568,
40.07421,-75.69433,
40.07408,-75.69393,
40.07393,-75.69342,
40.07377,-75.69283,
40.07377,-75.69283,
40.07377,-75.69283,
40.07375,-75.69277,
40.07343,-75.69141,
40.07265,-75.68796,
40.0722,-75.68591,
40.0722,-75.68591,
40.0722,-75.68591,
40.07194,-75.68477,
40.07095,-75.68036,
40.07076,-75.67956,
40.07039,-75.67796,
40.07039,-75.67796,
40.07039,-75.67796,
40.06936,-75.67348,
40.069,-75.67187,
40.069,-75.67187,
40.0689,-75.67145,
40.0689,-75.67145,
40.0689,-75.67145,
40.06821,-75.66836,
40.06783,-75.66663,
40.06778,-75.66645,
40.0672,-75.66389,
40.06663,-75.66134,
40.06663,-75.66134,
40.06663,-75.66134,
40.06526,-75.65518,
40.06509,-75.65424,
40.06501,-75.65367,
40.06501,-75.65367,
40.06501,-75.65367,
40.06497,-75.65339,
40.06465,-75.6501,
40.06463,-75.64771,
40.06463,-75.64771,
40.06463,-75.64771,
40.06463,-75.64754,
40.06467,-75.64568,
40.06467,-75.64568,
40.06467,-75.64568,
40.06468,-75.64523,
40.0649,-75.64289,
40.06527,-75.63937,
40.06531,-75.63869,
40.06532,-75.63803,
40.06532,-75.63783,
40.06532,-75.63783,
40.06532,-75.63783,
40.06531,-75.63749,
40.06528,-75.63696,
40.06519,-75.63638,
40.06506,-75.63574,
40.06491,-75.63517,
40.06471,-75.63463,
40.06436,-75.63386,
40.06383,-75.63284,
40.0635,-75.63229,
40.0635,-75.63229,
40.0635,-75.63229,
40.06257,-75.63072,
40.0621,-75.62988,
40.06184,-75.62933,
40.06167,-75.62887,
40.06158,-75.62864,
40.06158,-75.62864,
40.06158,-75.62864,
40.06156,-75.62858,
40.06144,-75.62816,
40.06134,-75.62776,
40.06131,-75.62761,
40.06126,-75.62725,
40.06118,-75.62655,
40.06116,-75.62582,
40.06119,-75.62536,
40.06121,-75.62504,
40.06126,-75.6246,
40.06133,-75.62422,
40.06141,-75.62383,
40.06157,-75.62335,
40.06168,-75.62306,
40.06178,-75.62281,
40.06178,-75.62281,
40.06178,-75.62281,
40.06186,-75.62264,
40.06194,-75.62243,
40.0622,-75.62194,
40.06233,-75.62173,
40.06261,-75.62129,
40.06297,-75.62082,
40.0643,-75.61905,
40.06445,-75.6188,
40.06461,-75.61852,
40.06466,-75.6184,
40.06466,-75.6184,
40.06466,-75.6184,
40.06483,-75.61807,
40.06503,-75.61759,
40.06525,-75.61698,
40.06536,-75.6166,
40.0655,-75.61596,
40.06561,-75.61521,
40.06564,-75.61499,
40.06569,-75.61448,
40.06571,-75.6141,
40.0657,-75.61376,
40.06569,-75.61337,
40.06566,-75.61292,
40.06565,-75.61279,
40.06565,-75.61279,
40.06565,-75.61279,
40.06562,-75.61251,
40.06556,-75.61209,
40.0652,-75.61001,
40.06507,-75.60893,
40.06496,-75.60809,
40.06492,-75.60768,
40.06469,-75.60407,
40.06469,-75.60365,
40.06469,-75.60365,
40.06469,-75.60365,
40.06465,-75.59998,
40.06473,-75.59785,
40.0648,-75.59531,
40.0648,-75.59531,
40.0648,-75.59531,
40.06481,-75.59474,
40.06495,-75.58862,
40.06505,-75.58492,
40.06505,-75.58492,
40.06505,-75.58492,
40.06512,-75.58258,
40.06513,-75.5823,
40.06514,-75.58202,
40.06515,-75.58186,
40.06516,-75.58179,
40.06518,-75.58154,
40.06522,-75.58117,
40.06527,-75.58083,
40.06533,-75.5805,
40.06538,-75.58025,
40.06545,-75.58001,
40.06552,-75.57976,
40.06559,-75.57952,
40.06567,-75.57928,
40.06571,-75.57916,
40.06571,-75.57916,
40.06571,-75.57916,
40.06576,-75.57903,
40.06594,-75.57858,
40.06611,-75.57816,
40.0663,-75.5778,
40.06688,-75.57691,
40.06688,-75.57691,
40.06688,-75.57691,
40.0684,-75.57461,
40.06909,-75.57332,
40.06934,-75.57264,
40.06934,-75.57264,
40.06934,-75.57264,
40.06935,-75.5726,
40.06951,-75.57208,
40.06962,-75.5717,
40.06977,-75.57081,
40.06982,-75.57038,
40.06986,-75.56993,
40.06997,-75.56766,
40.06999,-75.56702,
40.06999,-75.56702,
40.06999,-75.56702,
40.07008,-75.56473,
40.07022,-75.56362,
40.07031,-75.56307,
40.0704,-75.56265,
40.07048,-75.56233,
40.07048,-75.56233,
40.07048,-75.56233,
40.0705,-75.56225,
40.07065,-75.56164,
40.07089,-75.56085,
40.07103,-75.56045,
40.07132,-75.5597,
40.07281,-75.55661,
40.07281,-75.55661,
40.07281,-75.55661,
40.0735,-75.55517,
40.07415,-75.55383,
40.07673,-75.54859,
40.0769,-75.5482,
40.077,-75.54796,
40.07709,-75.54772,
40.07709,-75.54771,
40.07709,-75.54771,
40.07709,-75.54771,
40.07723,-75.54731,
40.07731,-75.54705,
40.07738,-75.54679,
40.07744,-75.5465,
40.07748,-75.54629,
40.07753,-75.54599,
40.07756,-75.54565,
40.07758,-75.54533,
40.07759,-75.54495,
40.07759,-75.54472,
40.07757,-75.54435,
40.07755,-75.54412,
40.07751,-75.54377,
40.07747,-75.54349,
40.07717,-75.54191,
40.07717,-75.54191,
40.07717,-75.54191,
40.07686,-75.54022,
40.07666,-75.53928,
40.07628,-75.53745,
40.07628,-75.53745,
40.07622,-75.5371,
40.07594,-75.53563,
40.07542,-75.53307,
40.07516,-75.53176,
40.07516,-75.53176,
40.07516,-75.53176,
40.07403,-75.52614,
40.07386,-75.52527,
40.07374,-75.52468,
40.07365,-75.52413,
40.07359,-75.52373,
40.07349,-75.52306,
40.07348,-75.52297,
40.07346,-75.52279,
40.07346,-75.52279,
40.07346,-75.52279,
40.07344,-75.52265,
40.0734,-75.52215,
40.07335,-75.52143,
40.07333,-75.52054,
40.07333,-75.5199,
40.07335,-75.51929,
40.07338,-75.51877,
40.07345,-75.51786,
40.07354,-75.51715,
40.07359,-75.51689,
40.07359,-75.51689,
40.07359,-75.51689,
40.07403,-75.51447,
40.07502,-75.50893,
40.07502,-75.50893,
40.07502,-75.50893,
40.07615,-75.50259,
40.07625,-75.50191,
40.07625,-75.50191,
40.07625,-75.50191,
40.07638,-75.50106,
40.07645,-75.5001,
40.07645,-75.49885,
40.0764,-75.49744,
40.07632,-75.49626,
40.07629,-75.49589,
40.07629,-75.49589,
40.07629,-75.49589,
40.07606,-75.49339,
40.076,-75.49251,
40.07596,-75.49161,
40.07597,-75.49017,
40.07599,-75.48985,
40.07599,-75.48985,
40.07599,-75.48985,
40.076,-75.48962,
40.07607,-75.48857,
40.07612,-75.4881,
40.07621,-75.48732,
40.07635,-75.48624,
40.07662,-75.48387,
40.07662,-75.48387,
40.07662,-75.48387,
40.0768,-75.48233,
40.07736,-75.47813,
40.07793,-75.47353,
40.07793,-75.47353,
40.07793,-75.47353,
40.07904,-75.46448,
40.0792,-75.46325,
40.07923,-75.46302,
40.07923,-75.46302,
40.07923,-75.46302,
40.07939,-75.46176,
40.0795,-75.46083,
40.07953,-75.46063,
40.07977,-75.4587,
40.08008,-75.45634,
40.08008,-75.45634,
40.08008,-75.45634,
40.08016,-75.45574,
40.08018,-75.45551,
40.08045,-75.45338,
40.08055,-75.45282,
40.08055,-75.45282,
40.08055,-75.45282,
40.08085,-75.45108,
40.0811,-75.44979,
40.08169,-75.44745,
40.08169,-75.44745,
40.08169,-75.44745,
40.08213,-75.44571,
40.08233,-75.44494,
40.08266,-75.44354,
40.08266,-75.44354,
40.0837,-75.43971,
40.08386,-75.43906,
40.08386,-75.43906,
40.08386,-75.43906,
40.08452,-75.43651,
40.08454,-75.43645,
40.08454,-75.43645,
40.08454,-75.43645,
40.08477,-75.43552,
40.08629,-75.42982,
40.08629,-75.42982,
40.08629,-75.42982,
40.0863,-75.42977,
40.08636,-75.42953,
40.08823,-75.42232,
40.08827,-75.42216,
40.08873,-75.4204,
40.08873,-75.4204,
40.08873,-75.4204,
40.09006,-75.41527,
40.09016,-75.41486,
40.09016,-75.41486,
40.09016,-75.41486,
40.09026,-75.41449,
40.0904,-75.41393,
40.09057,-75.41326,
40.09057,-75.41326,
40.09097,-75.41178,
40.09123,-75.41081,
40.0916,-75.40937,
40.09171,-75.40893,
40.09191,-75.40818,
40.09191,-75.40818,
40.09191,-75.40818,
40.09203,-75.4077,
40.09225,-75.40685,
40.09254,-75.40559,
40.09268,-75.40502,
40.09288,-75.40414,
40.09299,-75.40355,
40.09311,-75.40289,
40.0932,-75.4023,
40.0932,-75.4023,
40.0932,-75.4023,
40.09323,-75.4021,
40.09337,-75.40103,
40.09343,-75.4005,
40.0935,-75.39971,
40.09357,-75.39836,
40.09358,-75.39827,
40.09359,-75.39681,
40.09358,-75.39619,
40.09358,-75.39619,
40.09358,-75.39619,
40.09358,-75.39586,
40.09352,-75.39468,
40.09346,-75.39375,
40.09337,-75.39298,
40.09332,-75.39248,
40.09326,-75.39204,
40.09319,-75.39158,
40.09309,-75.39101,
40.09296,-75.39032,
40.09291,-75.39009,
40.09291,-75.39009,
